initiative_id,month,cost_category,cost_group,budget_amount
AI-001,2026-04,cloud,Cloud,8036.36
AI-001,2026-05,cloud,Cloud,8036.36
AI-001,2026-06,cloud,Cloud,8036.36
AI-001,2026-07,cloud,Cloud,8036.36
AI-001,2026-08,cloud,Cloud,8036.36
AI-001,2025-09,vendors,Services,29545.45
AI-001,2025-10,vendors,Services,29545.45
AI-001,2025-11,vendors,Services,20090.91
AI-001,2025-12,vendors,Services,20090.91
AI-001,2026-01,vendors,Services,20090.91
AI-001,2026-02,vendors,Services,20090.91
AI-001,2026-03,vendors,Services,20090.91
AI-001,2026-04,vendors,Services,20090.91
AI-001,2026-05,vendors,Services,20090.91
AI-001,2026-06,vendors,Services,20090.91
AI-001,2026-07,vendors,Services,20090.91
AI-001,2026-08,vendors,Services,20090.91
AI-001,2025-09,consulting,Services,59090.91
AI-001,2025-10,consulting,Services,59090.91
AI-001,2025-11,consulting,Services,40181.82
AI-001,2025-12,consulting,Services,40181.82
AI-001,2026-01,consulting,Services,40181.82
AI-001,2026-02,consulting,Services,40181.82
AI-001,2026-03,consulting,Services,40181.82
AI-001,2026-04,consulting,Services,40181.82
AI-001,2026-05,consulting,Services,40181.82
AI-001,2026-06,consulting,Services,40181.82
AI-001,2026-07,consulting,Services,40181.82
AI-001,2026-08,consulting,Services,40181.82
AI-001,2025-09,employees,People,130000.0
AI-001,2025-10,employees,People,130000.0
AI-001,2025-11,employees,People,88400.0
AI-001,2025-12,employees,People,88400.0
AI-001,2026-01,employees,People,88400.0
AI-001,2026-02,employees,People,88400.0
AI-001,2026-03,employees,People,88400.0
AI-001,2026-04,employees,People,88400.0
AI-001,2026-05,employees,People,88400.0
AI-001,2026-06,employees,People,88400.0
AI-001,2026-07,employees,People,88400.0
AI-001,2026-08,employees,People,88400.0
AI-001,2025-09,training,People,17727.27
AI-001,2025-10,training,People,17727.27
AI-001,2025-11,training,People,12054.55
AI-001,2025-12,training,People,12054.55
AI-001,2026-01,training,People,12054.55
AI-001,2026-02,training,People,12054.55
AI-001,2026-03,training,People,12054.55
AI-001,2026-04,training,People,12054.55
AI-001,2026-05,training,People,12054.55
AI-001,2026-06,training,People,12054.55
AI-001,2026-07,training,People,12054.55
AI-001,2026-08,training,People,12054.55
AI-001,2025-09,data,Other,29545.45
AI-001,2025-10,data,Other,29545.45
AI-001,2025-11,data,Other,20090.91
AI-001,2025-12,data,Other,20090.91
AI-001,2026-01,data,Other,20090.91
AI-001,2026-02,data,Other,20090.91
AI-001,2026-03,data,Other,20090.91
AI-001,2026-04,data,Other,20090.91
AI-001,2026-05,data,Other,20090.91
AI-001,2026-06,data,Other,20090.91
AI-001,2026-07,data,Other,20090.91
AI-001,2026-08,data,Other,20090.91
AI-002,2025-09,gpu,Infrastructure,18421.05
AI-002,2025-10,gpu,Infrastructure,18421.05
AI-002,2025-11,gpu,Infrastructure,18421.05
AI-002,2025-12,gpu,Infrastructure,12526.32
AI-002,2026-01,gpu,Infrastructure,12526.32
AI-002,2026-02,gpu,Infrastructure,12526.32
AI-002,2026-03,gpu,Infrastructure,12526.32
AI-002,2026-04,gpu,Infrastructure,12526.32
AI-002,2026-05,gpu,Infrastructure,12526.32
AI-002,2026-06,gpu,Infrastructure,12526.32
AI-002,2026-07,gpu,Infrastructure,12526.32
AI-002,2026-08,gpu,Infrastructure,12526.32
AI-002,2025-09,compute,Infrastructure,15350.88
AI-002,2025-10,compute,Infrastructure,15350.88
AI-002,2025-11,compute,Infrastructure,15350.88
AI-002,2025-12,compute,Infrastructure,10438.6
AI-002,2026-01,compute,Infrastructure,10438.6
AI-002,2026-02,compute,Infrastructure,10438.6
AI-002,2026-03,compute,Infrastructure,10438.6
AI-002,2026-04,compute,Infrastructure,10438.6
AI-002,2026-05,compute,Infrastructure,10438.6
AI-002,2026-06,compute,Infrastructure,10438.6
AI-002,2026-07,compute,Infrastructure,10438.6
AI-002,2026-08,compute,Infrastructure,10438.6
AI-002,2025-09,storage,Infrastructure,12280.7
AI-002,2025-10,storage,Infrastructure,12280.7
AI-002,2025-11,storage,Infrastructure,12280.7
AI-002,2025-12,storage,Infrastructure,8350.88
AI-002,2026-01,storage,Infrastructure,8350.88
AI-002,2026-02,storage,Infrastructure,8350.88
AI-002,2026-03,storage,Infrastructure,8350.88
AI-002,2026-04,storage,Infrastructure,8350.88
AI-002,2026-05,storage,Infrastructure,8350.88
AI-002,2026-06,storage,Infrastructure,8350.88
AI-002,2026-07,storage,Infrastructure,8350.88
AI-002,2026-08,storage,Infrastructure,8350.88
AI-002,2025-09,networking,Infrastructure,6140.35
AI-002,2025-10,networking,Infrastructure,6140.35
AI-002,2025-11,networking,Infrastructure,6140.35
AI-002,2025-12,networking,Infrastructure,4175.44
AI-002,2026-01,networking,Infrastructure,4175.44
AI-002,2026-02,networking,Infrastructure,4175.44
AI-002,2026-03,networking,Infrastructure,4175.44
AI-002,2026-04,networking,Infrastructure,4175.44
AI-002,2026-05,networking,Infrastructure,4175.44
AI-002,2026-06,networking,Infrastructure,4175.44
AI-002,2026-07,networking,Infrastructure,4175.44
AI-002,2026-08,networking,Infrastructure,4175.44
AI-002,2025-09,software,Software,24561.4
AI-002,2025-10,software,Software,24561.4
AI-002,2025-11,software,Software,24561.4
AI-002,2025-12,software,Software,16701.75
AI-002,2026-01,software,Software,16701.75
AI-002,2026-02,software,Software,16701.75
AI-002,2026-03,software,Software,16701.75
AI-002,2026-04,software,Software,16701.75
AI-002,2026-05,software,Software,16701.75
AI-002,2026-06,software,Software,16701.75
AI-002,2026-07,software,Software,16701.75
AI-002,2026-08,software,Software,16701.75
AI-002,2025-09,saas,Software,18421.05
AI-002,2025-10,saas,Software,18421.05
AI-002,2025-11,saas,Software,18421.05
AI-002,2025-12,saas,Software,12526.32
AI-002,2026-01,saas,Software,12526.32
AI-002,2026-02,saas,Software,12526.32
AI-002,2026-03,saas,Software,12526.32
AI-002,2026-04,saas,Software,12526.32
AI-002,2026-05,saas,Software,12526.32
AI-002,2026-06,saas,Software,12526.32
AI-002,2026-07,saas,Software,12526.32
AI-002,2026-08,saas,Software,12526.32
AI-002,2025-09,cloud,Cloud,73684.21
AI-002,2025-10,cloud,Cloud,73684.21
AI-002,2025-11,cloud,Cloud,73684.21
AI-002,2025-12,cloud,Cloud,50105.26
AI-002,2026-01,cloud,Cloud,50105.26
AI-002,2026-02,cloud,Cloud,50105.26
AI-002,2026-03,cloud,Cloud,50105.26
AI-002,2026-04,cloud,Cloud,50105.26
AI-002,2026-05,cloud,Cloud,50105.26
AI-002,2026-06,cloud,Cloud,50105.26
AI-002,2026-07,cloud,Cloud,50105.26
AI-002,2026-08,cloud,Cloud,50105.26
AI-002,2025-09,vendors,Services,15350.88
AI-002,2025-10,vendors,Services,15350.88
AI-002,2025-11,vendors,Services,15350.88
AI-002,2025-12,vendors,Services,10438.6
AI-002,2026-01,vendors,Services,10438.6
AI-002,2026-02,vendors,Services,10438.6
AI-002,2026-03,vendors,Services,10438.6
AI-002,2026-04,vendors,Services,10438.6
AI-002,2026-05,vendors,Services,10438.6
AI-002,2026-06,vendors,Services,10438.6
AI-002,2026-07,vendors,Services,10438.6
AI-002,2026-08,vendors,Services,10438.6
AI-002,2025-09,consulting,Services,27631.58
AI-002,2025-10,consulting,Services,27631.58
AI-002,2025-11,consulting,Services,27631.58
AI-002,2025-12,consulting,Services,18789.47
AI-002,2026-01,consulting,Services,18789.47
AI-002,2026-02,consulting,Services,18789.47
AI-002,2026-03,consulting,Services,18789.47
AI-002,2026-04,consulting,Services,18789.47
AI-002,2026-05,consulting,Services,18789.47
AI-002,2026-06,consulting,Services,18789.47
AI-002,2026-07,consulting,Services,18789.47
AI-002,2026-08,consulting,Services,18789.47
AI-002,2025-09,employees,People,70614.04
AI-002,2025-10,employees,People,70614.04
AI-002,2025-11,employees,People,70614.04
AI-002,2025-12,employees,People,48017.54
AI-002,2026-01,employees,People,48017.54
AI-002,2026-02,employees,People,48017.54
AI-002,2026-03,employees,People,48017.54
AI-002,2026-04,employees,People,48017.54
AI-002,2026-05,employees,People,48017.54
AI-002,2026-06,employees,People,48017.54
AI-002,2026-07,employees,People,48017.54
AI-002,2026-08,employees,People,48017.54
AI-002,2025-09,training,People,9210.53
AI-002,2025-10,training,People,9210.53
AI-002,2025-11,training,People,9210.53
AI-002,2025-12,training,People,6263.16
AI-002,2026-01,training,People,6263.16
AI-002,2026-02,training,People,6263.16
AI-002,2026-03,training,People,6263.16
AI-002,2026-04,training,People,6263.16
AI-002,2026-05,training,People,6263.16
AI-002,2026-06,training,People,6263.16
AI-002,2026-07,training,People,6263.16
AI-002,2026-08,training,People,6263.16
AI-002,2025-09,data,Other,15350.88
AI-002,2025-10,data,Other,15350.88
AI-002,2025-11,data,Other,15350.88
AI-002,2025-12,data,Other,10438.6
AI-002,2026-01,data,Other,10438.6
AI-002,2026-02,data,Other,10438.6
AI-002,2026-03,data,Other,10438.6
AI-002,2026-04,data,Other,10438.6
AI-002,2026-05,data,Other,10438.6
AI-002,2026-06,data,Other,10438.6
AI-002,2026-07,data,Other,10438.6
AI-002,2026-08,data,Other,10438.6
AI-003,2025-09,gpu,Infrastructure,174890.35
AI-003,2025-10,gpu,Infrastructure,174890.35
AI-003,2025-11,gpu,Infrastructure,174890.35
AI-003,2025-12,gpu,Infrastructure,118925.44
AI-003,2026-01,gpu,Infrastructure,118925.44
AI-003,2026-02,gpu,Infrastructure,118925.44
AI-003,2026-03,gpu,Infrastructure,118925.44
AI-003,2026-04,gpu,Infrastructure,118925.44
AI-003,2026-05,gpu,Infrastructure,118925.44
AI-003,2026-06,gpu,Infrastructure,118925.44
AI-003,2026-07,gpu,Infrastructure,118925.44
AI-003,2026-08,gpu,Infrastructure,118925.44
AI-003,2025-09,compute,Infrastructure,63596.49
AI-003,2025-10,compute,Infrastructure,63596.49
AI-003,2025-11,compute,Infrastructure,63596.49
AI-003,2025-12,compute,Infrastructure,43245.61
AI-003,2026-01,compute,Infrastructure,43245.61
AI-003,2026-02,compute,Infrastructure,43245.61
AI-003,2026-03,compute,Infrastructure,43245.61
AI-003,2026-04,compute,Infrastructure,43245.61
AI-003,2026-05,compute,Infrastructure,43245.61
AI-003,2026-06,compute,Infrastructure,43245.61
AI-003,2026-07,compute,Infrastructure,43245.61
AI-003,2026-08,compute,Infrastructure,43245.61
AI-003,2025-09,storage,Infrastructure,55646.93
AI-003,2025-10,storage,Infrastructure,55646.93
AI-003,2025-11,storage,Infrastructure,55646.93
AI-003,2025-12,storage,Infrastructure,37839.91
AI-003,2026-01,storage,Infrastructure,37839.91
AI-003,2026-02,storage,Infrastructure,37839.91
AI-003,2026-03,storage,Infrastructure,37839.91
AI-003,2026-04,storage,Infrastructure,37839.91
AI-003,2026-05,storage,Infrastructure,37839.91
AI-003,2026-06,storage,Infrastructure,37839.91
AI-003,2026-07,storage,Infrastructure,37839.91
AI-003,2026-08,storage,Infrastructure,37839.91
AI-003,2025-09,networking,Infrastructure,31798.25
AI-003,2025-10,networking,Infrastructure,31798.25
AI-003,2025-11,networking,Infrastructure,31798.25
AI-003,2025-12,networking,Infrastructure,21622.81
AI-003,2026-01,networking,Infrastructure,21622.81
AI-003,2026-02,networking,Infrastructure,21622.81
AI-003,2026-03,networking,Infrastructure,21622.81
AI-003,2026-04,networking,Infrastructure,21622.81
AI-003,2026-05,networking,Infrastructure,21622.81
AI-003,2026-06,networking,Infrastructure,21622.81
AI-003,2026-07,networking,Infrastructure,21622.81
AI-003,2026-08,networking,Infrastructure,21622.81
AI-003,2025-09,software,Software,79495.61
AI-003,2025-10,software,Software,79495.61
AI-003,2025-11,software,Software,79495.61
AI-003,2025-12,software,Software,54057.02
AI-003,2026-01,software,Software,54057.02
AI-003,2026-02,software,Software,54057.02
AI-003,2026-03,software,Software,54057.02
AI-003,2026-04,software,Software,54057.02
AI-003,2026-05,software,Software,54057.02
AI-003,2026-06,software,Software,54057.02
AI-003,2026-07,software,Software,54057.02
AI-003,2026-08,software,Software,54057.02
AI-003,2025-09,saas,Software,15899.12
AI-003,2025-10,saas,Software,15899.12
AI-003,2025-11,saas,Software,15899.12
AI-003,2025-12,saas,Software,10811.4
AI-003,2026-01,saas,Software,10811.4
AI-003,2026-02,saas,Software,10811.4
AI-003,2026-03,saas,Software,10811.4
AI-003,2026-04,saas,Software,10811.4
AI-003,2026-05,saas,Software,10811.4
AI-003,2026-06,saas,Software,10811.4
AI-003,2026-07,saas,Software,10811.4
AI-003,2026-08,saas,Software,10811.4
AI-003,2025-09,cloud,Cloud,15899.12
AI-003,2025-10,cloud,Cloud,15899.12
AI-003,2025-11,cloud,Cloud,15899.12
AI-003,2025-12,cloud,Cloud,10811.4
AI-003,2026-01,cloud,Cloud,10811.4
AI-003,2026-02,cloud,Cloud,10811.4
AI-003,2026-03,cloud,Cloud,10811.4
AI-003,2026-04,cloud,Cloud,10811.4
AI-003,2026-05,cloud,Cloud,10811.4
AI-003,2026-06,cloud,Cloud,10811.4
AI-003,2026-07,cloud,Cloud,10811.4
AI-003,2026-08,cloud,Cloud,10811.4
AI-003,2025-09,vendors,Services,39747.81
AI-003,2025-10,vendors,Services,39747.81
AI-003,2025-11,vendors,Services,39747.81
AI-003,2025-12,vendors,Services,27028.51
AI-003,2026-01,vendors,Services,27028.51
AI-003,2026-02,vendors,Services,27028.51
AI-003,2026-03,vendors,Services,27028.51
AI-003,2026-04,vendors,Services,27028.51
AI-003,2026-05,vendors,Services,27028.51
AI-003,2026-06,vendors,Services,27028.51
AI-003,2026-07,vendors,Services,27028.51
AI-003,2026-08,vendors,Services,27028.51
AI-003,2025-09,consulting,Services,79495.61
AI-003,2025-10,consulting,Services,79495.61
AI-003,2025-11,consulting,Services,79495.61
AI-003,2025-12,consulting,Services,54057.02
AI-003,2026-01,consulting,Services,54057.02
AI-003,2026-02,consulting,Services,54057.02
AI-003,2026-03,consulting,Services,54057.02
AI-003,2026-04,consulting,Services,54057.02
AI-003,2026-05,consulting,Services,54057.02
AI-003,2026-06,consulting,Services,54057.02
AI-003,2026-07,consulting,Services,54057.02
AI-003,2026-08,consulting,Services,54057.02
AI-003,2025-09,employees,People,174890.35
AI-003,2025-10,employees,People,174890.35
AI-003,2025-11,employees,People,174890.35
AI-003,2025-12,employees,People,118925.44
AI-003,2026-01,employees,People,118925.44
AI-003,2026-02,employees,People,118925.44
AI-003,2026-03,employees,People,118925.44
AI-003,2026-04,employees,People,118925.44
AI-003,2026-05,employees,People,118925.44
AI-003,2026-06,employees,People,118925.44
AI-003,2026-07,employees,People,118925.44
AI-003,2026-08,employees,People,118925.44
AI-003,2025-09,training,People,23848.68
AI-003,2025-10,training,People,23848.68
AI-003,2025-11,training,People,23848.68
AI-003,2025-12,training,People,16217.11
AI-003,2026-01,training,People,16217.11
AI-003,2026-02,training,People,16217.11
AI-003,2026-03,training,People,16217.11
AI-003,2026-04,training,People,16217.11
AI-003,2026-05,training,People,16217.11
AI-003,2026-06,training,People,16217.11
AI-003,2026-07,training,People,16217.11
AI-003,2026-08,training,People,16217.11
AI-003,2025-09,data,Other,39747.81
AI-003,2025-10,data,Other,39747.81
AI-003,2025-11,data,Other,39747.81
AI-003,2025-12,data,Other,27028.51
AI-003,2026-01,data,Other,27028.51
AI-003,2026-02,data,Other,27028.51
AI-003,2026-03,data,Other,27028.51
AI-003,2026-04,data,Other,27028.51
AI-003,2026-05,data,Other,27028.51
AI-003,2026-06,data,Other,27028.51
AI-003,2026-07,data,Other,27028.51
AI-003,2026-08,data,Other,27028.51
AI-004,2025-10,gpu,Infrastructure,51477.83
AI-004,2025-11,gpu,Infrastructure,51477.83
AI-004,2025-12,gpu,Infrastructure,35004.93
AI-004,2026-01,gpu,Infrastructure,35004.93
AI-004,2026-02,gpu,Infrastructure,35004.93
AI-004,2026-03,gpu,Infrastructure,35004.93
AI-004,2026-04,gpu,Infrastructure,35004.93
AI-004,2026-05,gpu,Infrastructure,35004.93
AI-004,2026-06,gpu,Infrastructure,35004.93
AI-004,2026-07,gpu,Infrastructure,35004.93
AI-004,2026-08,gpu,Infrastructure,35004.93
AI-004,2025-10,compute,Infrastructure,18719.21
AI-004,2025-11,compute,Infrastructure,18719.21
AI-004,2025-12,compute,Infrastructure,12729.06
AI-004,2026-01,compute,Infrastructure,12729.06
AI-004,2026-02,compute,Infrastructure,12729.06
AI-004,2026-03,compute,Infrastructure,12729.06
AI-004,2026-04,compute,Infrastructure,12729.06
AI-004,2026-05,compute,Infrastructure,12729.06
AI-004,2026-06,compute,Infrastructure,12729.06
AI-004,2026-07,compute,Infrastructure,12729.06
AI-004,2026-08,compute,Infrastructure,12729.06
AI-004,2025-10,storage,Infrastructure,16379.31
AI-004,2025-11,storage,Infrastructure,16379.31
AI-004,2025-12,storage,Infrastructure,11137.93
AI-004,2026-01,storage,Infrastructure,11137.93
AI-004,2026-02,storage,Infrastructure,11137.93
AI-004,2026-03,storage,Infrastructure,11137.93
AI-004,2026-04,storage,Infrastructure,11137.93
AI-004,2026-05,storage,Infrastructure,11137.93
AI-004,2026-06,storage,Infrastructure,11137.93
AI-004,2026-07,storage,Infrastructure,11137.93
AI-004,2026-08,storage,Infrastructure,11137.93
AI-004,2025-10,networking,Infrastructure,9359.61
AI-004,2025-11,networking,Infrastructure,9359.61
AI-004,2025-12,networking,Infrastructure,6364.53
AI-004,2026-01,networking,Infrastructure,6364.53
AI-004,2026-02,networking,Infrastructure,6364.53
AI-004,2026-03,networking,Infrastructure,6364.53
AI-004,2026-04,networking,Infrastructure,6364.53
AI-004,2026-05,networking,Infrastructure,6364.53
AI-004,2026-06,networking,Infrastructure,6364.53
AI-004,2026-07,networking,Infrastructure,6364.53
AI-004,2026-08,networking,Infrastructure,6364.53
AI-004,2025-10,software,Software,23399.01
AI-004,2025-11,software,Software,23399.01
AI-004,2025-12,software,Software,15911.33
AI-004,2026-01,software,Software,15911.33
AI-004,2026-02,software,Software,15911.33
AI-004,2026-03,software,Software,15911.33
AI-004,2026-04,software,Software,15911.33
AI-004,2026-05,software,Software,15911.33
AI-004,2026-06,software,Software,15911.33
AI-004,2026-07,software,Software,15911.33
AI-004,2026-08,software,Software,15911.33
AI-004,2025-10,saas,Software,4679.8
AI-004,2025-11,saas,Software,4679.8
AI-004,2025-12,saas,Software,3182.27
AI-004,2026-01,saas,Software,3182.27
AI-004,2026-02,saas,Software,3182.27
AI-004,2026-03,saas,Software,3182.27
AI-004,2026-04,saas,Software,3182.27
AI-004,2026-05,saas,Software,3182.27
AI-004,2026-06,saas,Software,3182.27
AI-004,2026-07,saas,Software,3182.27
AI-004,2026-08,saas,Software,3182.27
AI-004,2025-10,cloud,Cloud,4679.8
AI-004,2025-11,cloud,Cloud,4679.8
AI-004,2025-12,cloud,Cloud,3182.27
AI-004,2026-01,cloud,Cloud,3182.27
AI-004,2026-02,cloud,Cloud,3182.27
AI-004,2026-03,cloud,Cloud,3182.27
AI-004,2026-04,cloud,Cloud,3182.27
AI-004,2026-05,cloud,Cloud,3182.27
AI-004,2026-06,cloud,Cloud,3182.27
AI-004,2026-07,cloud,Cloud,3182.27
AI-004,2026-08,cloud,Cloud,3182.27
AI-004,2025-10,vendors,Services,11699.51
AI-004,2025-11,vendors,Services,11699.51
AI-004,2025-12,vendors,Services,7955.67
AI-004,2026-01,vendors,Services,7955.67
AI-004,2026-02,vendors,Services,7955.67
AI-004,2026-03,vendors,Services,7955.67
AI-004,2026-04,vendors,Services,7955.67
AI-004,2026-05,vendors,Services,7955.67
AI-004,2026-06,vendors,Services,7955.67
AI-004,2026-07,vendors,Services,7955.67
AI-004,2026-08,vendors,Services,7955.67
AI-004,2025-10,consulting,Services,23399.01
AI-004,2025-11,consulting,Services,23399.01
AI-004,2025-12,consulting,Services,15911.33
AI-004,2026-01,consulting,Services,15911.33
AI-004,2026-02,consulting,Services,15911.33
AI-004,2026-03,consulting,Services,15911.33
AI-004,2026-04,consulting,Services,15911.33
AI-004,2026-05,consulting,Services,15911.33
AI-004,2026-06,consulting,Services,15911.33
AI-004,2026-07,consulting,Services,15911.33
AI-004,2026-08,consulting,Services,15911.33
AI-004,2025-10,employees,People,51477.83
AI-004,2025-11,employees,People,51477.83
AI-004,2025-12,employees,People,35004.93
AI-004,2026-01,employees,People,35004.93
AI-004,2026-02,employees,People,35004.93
AI-004,2026-03,employees,People,35004.93
AI-004,2026-04,employees,People,35004.93
AI-004,2026-05,employees,People,35004.93
AI-004,2026-06,employees,People,35004.93
AI-004,2026-07,employees,People,35004.93
AI-004,2026-08,employees,People,35004.93
AI-004,2025-10,training,People,7019.7
AI-004,2025-11,training,People,7019.7
AI-004,2025-12,training,People,4773.4
AI-004,2026-01,training,People,4773.4
AI-004,2026-02,training,People,4773.4
AI-004,2026-03,training,People,4773.4
AI-004,2026-04,training,People,4773.4
AI-004,2026-05,training,People,4773.4
AI-004,2026-06,training,People,4773.4
AI-004,2026-07,training,People,4773.4
AI-004,2026-08,training,People,4773.4
AI-004,2025-10,data,Other,11699.51
AI-004,2025-11,data,Other,11699.51
AI-004,2025-12,data,Other,7955.67
AI-004,2026-01,data,Other,7955.67
AI-004,2026-02,data,Other,7955.67
AI-004,2026-03,data,Other,7955.67
AI-004,2026-04,data,Other,7955.67
AI-004,2026-05,data,Other,7955.67
AI-004,2026-06,data,Other,7955.67
AI-004,2026-07,data,Other,7955.67
AI-004,2026-08,data,Other,7955.67
AI-005,2025-09,gpu,Infrastructure,14318.18
AI-005,2025-10,gpu,Infrastructure,14318.18
AI-005,2025-11,gpu,Infrastructure,9736.36
AI-005,2025-12,gpu,Infrastructure,9736.36
AI-005,2026-01,gpu,Infrastructure,9736.36
AI-005,2026-02,gpu,Infrastructure,9736.36
AI-005,2026-03,gpu,Infrastructure,9736.36
AI-005,2026-04,gpu,Infrastructure,9736.36
AI-005,2026-05,gpu,Infrastructure,9736.36
AI-005,2026-06,gpu,Infrastructure,9736.36
AI-005,2026-07,gpu,Infrastructure,9736.36
AI-005,2026-08,gpu,Infrastructure,9736.36
AI-005,2025-09,compute,Infrastructure,11931.82
AI-005,2025-10,compute,Infrastructure,11931.82
AI-005,2025-11,compute,Infrastructure,8113.64
AI-005,2025-12,compute,Infrastructure,8113.64
AI-005,2026-01,compute,Infrastructure,8113.64
AI-005,2026-02,compute,Infrastructure,8113.64
AI-005,2026-03,compute,Infrastructure,8113.64
AI-005,2026-04,compute,Infrastructure,8113.64
AI-005,2026-05,compute,Infrastructure,8113.64
AI-005,2026-06,compute,Infrastructure,8113.64
AI-005,2026-07,compute,Infrastructure,8113.64
AI-005,2026-08,compute,Infrastructure,8113.64
AI-005,2025-09,storage,Infrastructure,9545.45
AI-005,2025-10,storage,Infrastructure,9545.45
AI-005,2025-11,storage,Infrastructure,6490.91
AI-005,2025-12,storage,Infrastructure,6490.91
AI-005,2026-01,storage,Infrastructure,6490.91
AI-005,2026-02,storage,Infrastructure,6490.91
AI-005,2026-03,storage,Infrastructure,6490.91
AI-005,2026-04,storage,Infrastructure,6490.91
AI-005,2026-05,storage,Infrastructure,6490.91
AI-005,2026-06,storage,Infrastructure,6490.91
AI-005,2026-07,storage,Infrastructure,6490.91
AI-005,2026-08,storage,Infrastructure,6490.91
AI-005,2025-09,networking,Infrastructure,4772.73
AI-005,2025-10,networking,Infrastructure,4772.73
AI-005,2025-11,networking,Infrastructure,3245.45
AI-005,2025-12,networking,Infrastructure,3245.45
AI-005,2026-01,networking,Infrastructure,3245.45
AI-005,2026-02,networking,Infrastructure,3245.45
AI-005,2026-03,networking,Infrastructure,3245.45
AI-005,2026-04,networking,Infrastructure,3245.45
AI-005,2026-05,networking,Infrastructure,3245.45
AI-005,2026-06,networking,Infrastructure,3245.45
AI-005,2026-07,networking,Infrastructure,3245.45
AI-005,2026-08,networking,Infrastructure,3245.45
AI-005,2025-09,software,Software,19090.91
AI-005,2025-10,software,Software,19090.91
AI-005,2025-11,software,Software,12981.82
AI-005,2025-12,software,Software,12981.82
